age,experience,education,job_title,location,company_size,skills,salary
57,38,Bachelor,Investment Banker,New York,Large (1000+),"Excel, AWS, PowerPoint, JavaScript, Financial Modeling, Communication, Machine Learning",331785
42,36,Bachelor,Software Engineer,Atlanta,Medium (200-1000),"JavaScript, Leadership, AWS, Excel, Python",173939
38,33,Master,Risk Manager,Boston,Small (50-200),"Financial Modeling, SQL, Communication, Excel, Project Management, Teamwork, PowerPoint, AWS",218424
53,31,Master,Sales Executive,Chicago,Medium (200-1000),"Excel, Project Management, Teamwork, Communication, Machine Learning, AWS, PowerPoint",164299
54,39,High School,Software Engineer,Seattle,Medium (200-1000),"Python, JavaScript, SQL, Leadership, Excel, Teamwork",206262
58,7,Bachelor,Product Manager,San Francisco,Large (1000+),"JavaScript, Teamwork, Excel, Communication, Project Management, PowerPoint, Python",208011
38,5,Bachelor,Teacher,Seattle,Small (50-200),"AWS, Teamwork, Financial Modeling, PowerPoint, Communication, Leadership, JavaScript",80984
54,12,Master,Accountant,Los Angeles,Small (50-200),"Leadership, Machine Learning, Teamwork, JavaScript, Python, Project Management, PowerPoint",172718
31,16,Bachelor,UX Designer,Atlanta,Startup (1-50),"AWS, JavaScript, Teamwork, Leadership, Excel, SQL, Financial Modeling, Machine Learning",107196
45,9,Master,Nurse,Los Angeles,Medium (200-1000),"Python, SQL, JavaScript, Leadership, PowerPoint, Machine Learning",170323
43,2,Bachelor,Doctor,Atlanta,Startup (1-50),"Project Management, PowerPoint, JavaScript, Excel, Financial Modeling, Leadership, Machine Learning",65885
42,21,Master,Medical Technician,New York,Startup (1-50),"Financial Modeling, Excel, JavaScript, Teamwork, Leadership, SQL, Communication, Machine Learning",229568
53,5,PhD,Sales Executive,Remote,Small (50-200),"Teamwork, Project Management, Communication, Financial Modeling, Excel, Leadership",80234
40,27,Master,Risk Manager,Remote,Small (50-200),"Machine Learning, Excel, SQL, Project Management, Leadership",141187
55,39,Bachelor,Product Manager,Remote,Startup (1-50),"Project Management, Python, JavaScript, Financial Modeling, AWS, Machine Learning, Communication, Excel",149226
59,0,Bachelor,Teacher,Denver,Medium (200-1000),"Machine Learning, JavaScript, SQL, Financial Modeling, Leadership, AWS",78863
39,20,Bachelor,Nurse,Boston,Small (50-200),"AWS, Leadership, Python, Financial Modeling, Machine Learning, Excel, PowerPoint, Project Management",196009
43,6,High School,DevOps Engineer,New York,Medium (200-1000),"Machine Learning, Communication, AWS, Leadership, PowerPoint, JavaScript",119817
28,2,Master,Product Manager,Austin,Startup (1-50),"Excel, Machine Learning, Leadership, AWS, SQL, Project Management, JavaScript, Python",95837
53,4,Bachelor,Doctor,New York,Small (50-200),"AWS, Communication, SQL, Financial Modeling, PowerPoint, Leadership, Machine Learning, Excel",142314
38,11,Master,Product Manager,Atlanta,Medium (200-1000),"Leadership, Machine Learning, Excel, Project Management, SQL",118817
54,29,High School,Nurse,Remote,Medium (200-1000),"Excel, Financial Modeling, JavaScript, PowerPoint, Communication, Leadership, Project Management",123262
40,14,Master,Investment Banker,Atlanta,Medium (200-1000),"Leadership, Excel, AWS, Project Management, JavaScript, Teamwork",113131
22,33,High School,Marketing Manager,New York,Startup (1-50),"Excel, AWS, Machine Learning, Project Management, SQL",138523
22,16,Master,Product Manager,Seattle,Medium (200-1000),"AWS, Machine Learning, Leadership, SQL, PowerPoint, JavaScript",207829
28,13,Bachelor,Data Scientist,Atlanta,Startup (1-50),"Teamwork, PowerPoint, Python, Leadership, AWS, Excel, Communication",88150
49,17,Bachelor,Medical Technician,Boston,Medium (200-1000),"Python, AWS, SQL, JavaScript, Financial Modeling, PowerPoint, Excel, Project Management",197435
32,30,Master,Nurse,San Francisco,Small (50-200),"Machine Learning, JavaScript, Leadership, PowerPoint, Excel",332247
53,16,High School,Pharmacist,Los Angeles,Large (1000+),"Financial Modeling, Communication, Teamwork, AWS, SQL, JavaScript, Machine Learning, Project Management",181501
43,11,Bachelor,Medical Technician,Boston,Large (1000+),"JavaScript, Teamwork, Excel, Machine Learning, AWS, PowerPoint, Communication",194733
53,37,Bachelor,Product Manager,Boston,Medium (200-1000),"Teamwork, Financial Modeling, Project Management, Machine Learning, Communication",271472
44,5,Master,UX Designer,Austin,Large (1000+),"AWS, SQL, Communication, Teamwork, Machine Learning, PowerPoint, Leadership, Project Management",123795
27,24,Master,Investment Banker,Los Angeles,Large (1000+),"Communication, Project Management, PowerPoint, AWS, Machine Learning, Leadership",282766
53,9,High School,Product Manager,New York,Medium (200-1000),"Python, PowerPoint, SQL, Financial Modeling, Teamwork, AWS, Project Management",149244
53,35,High School,Marketing Manager,Remote,Medium (200-1000),"SQL, Financial Modeling, PowerPoint, Project Management, Excel, Communication, AWS, Python",106822
31,24,Bachelor,Nurse,San Francisco,Medium (200-1000),"Leadership, Project Management, Excel, PowerPoint, Python",293408
32,31,Bachelor,Nurse,Seattle,Large (1000+),"AWS, PowerPoint, JavaScript, Python, Machine Learning, Financial Modeling, SQL",269759
36,39,Master,Marketing Manager,New York,Startup (1-50),"Project Management, Leadership, JavaScript, Communication, Excel, Teamwork",230783
47,29,Master,Data Scientist,Seattle,Startup (1-50),"PowerPoint, SQL, Python, JavaScript, Project Management, Communication",205625
51,16,Master,HR Specialist,Los Angeles,Large (1000+),"AWS, SQL, Excel, Leadership, Machine Learning, Python, Project Management",207047
52,7,PhD,Teacher,Austin,Large (1000+),"Communication, AWS, JavaScript, PowerPoint, Financial Modeling, SQL, Project Management, Excel",130270
41,37,PhD,Marketing Manager,Seattle,Large (1000+),"Excel, Python, Teamwork, SQL, JavaScript",289319
34,31,PhD,DevOps Engineer,San Francisco,Large (1000+),"Project Management, Python, JavaScript, Communication, AWS, Machine Learning, Leadership",507036
45,34,High School,Sales Executive,New York,Medium (200-1000),"Machine Learning, AWS, Teamwork, Excel, Communication, Python, SQL",173274
38,14,Bachelor,Marketing Manager,Los Angeles,Medium (200-1000),"Machine Learning, Excel, Communication, PowerPoint, Leadership",142395
28,34,Master,HR Specialist,Los Angeles,Medium (200-1000),"Teamwork, PowerPoint, SQL, AWS, Leadership",229640
25,38,PhD,Medical Technician,Boston,Medium (200-1000),"Python, AWS, Project Management, PowerPoint, Financial Modeling, SQL, Excel, Communication",385048
53,34,PhD,Pharmacist,New York,Medium (200-1000),"Financial Modeling, Python, Machine Learning, Communication, SQL, Teamwork, Excel",463896
34,19,Bachelor,Sales Executive,Boston,Large (1000+),"AWS, Teamwork, Excel, Project Management, PowerPoint, JavaScript, Machine Learning",160303
58,27,Master,HR Specialist,Los Angeles,Small (50-200),"Project Management, Teamwork, Communication, AWS, Excel, Financial Modeling, Machine Learning",192985
36,8,Bachelor,Pharmacist,Seattle,Medium (200-1000),"Financial Modeling, SQL, JavaScript, Machine Learning, Leadership, Teamwork, PowerPoint, Excel",130410
30,31,High School,Software Engineer,Atlanta,Startup (1-50),"Excel, AWS, SQL, JavaScript, Teamwork, Leadership, PowerPoint, Project Management",116862
42,39,PhD,Financial Analyst,Boston,Small (50-200),"SQL, JavaScript, Leadership, AWS, Communication",304174
23,39,PhD,Sales Executive,Boston,Medium (200-1000),"Communication, Leadership, Project Management, Python, SQL, Teamwork",260594
34,31,Bachelor,DevOps Engineer,Los Angeles,Large (1000+),"PowerPoint, Project Management, Excel, JavaScript, SQL, Python, AWS",306280
29,23,Bachelor,DevOps Engineer,Boston,Large (1000+),"Python, Excel, JavaScript, AWS, Communication",238743
47,19,Master,Doctor,Chicago,Medium (200-1000),"PowerPoint, Excel, Project Management, SQL, Financial Modeling",171693
41,11,PhD,HR Specialist,Los Angeles,Large (1000+),"Leadership, Teamwork, Excel, Communication, PowerPoint, Financial Modeling",187461
54,37,Master,Teacher,Austin,Medium (200-1000),"PowerPoint, SQL, Leadership, Communication, AWS",169191
39,20,Master,Investment Banker,Los Angeles,Large (1000+),"Excel, Teamwork, Financial Modeling, Communication, JavaScript, Machine Learning, PowerPoint, Python",270888
58,37,Bachelor,Risk Manager,San Francisco,Startup (1-50),"Teamwork, Python, Excel, SQL, AWS, Project Management, JavaScript, Leadership",239968
52,20,Bachelor,Data Scientist,Los Angeles,Medium (200-1000),"AWS, SQL, Machine Learning, Leadership, Project Management",209154
42,14,Master,Financial Analyst,Chicago,Startup (1-50),"PowerPoint, AWS, Machine Learning, SQL, JavaScript, Financial Modeling, Project Management",123152
29,14,Master,Medical Technician,New York,Medium (200-1000),"AWS, Project Management, Teamwork, Leadership, Financial Modeling, PowerPoint, Python, SQL",235673
41,5,Bachelor,DevOps Engineer,New York,Startup (1-50),"Financial Modeling, SQL, Excel, JavaScript, AWS, Communication",125601
45,16,Master,Software Engineer,Chicago,Large (1000+),"Communication, PowerPoint, SQL, Python, Teamwork",193347
23,30,High School,Investment Banker,Denver,Medium (200-1000),"Excel, JavaScript, Teamwork, Python, Leadership, Machine Learning, AWS",147657
51,9,Bachelor,UX Designer,Seattle,Startup (1-50),"AWS, Machine Learning, Python, Leadership, Project Management, Teamwork, Financial Modeling, Excel",106234
53,17,Bachelor,Risk Manager,Seattle,Small (50-200),"SQL, Excel, Leadership, JavaScript, Project Management, PowerPoint",132522
27,34,PhD,HR Specialist,Los Angeles,Medium (200-1000),"Financial Modeling, AWS, JavaScript, Communication, Teamwork, SQL, Python",273300
31,18,Master,UX Designer,Austin,Large (1000+),"JavaScript, Machine Learning, AWS, PowerPoint, Python, Leadership",205471
46,13,Bachelor,HR Specialist,San Francisco,Small (50-200),"Machine Learning, Communication, Financial Modeling, AWS, SQL, Leadership, Python",145727
32,15,Bachelor,Product Manager,Seattle,Medium (200-1000),"JavaScript, Python, Communication, Machine Learning, Financial Modeling, SQL, Teamwork, PowerPoint",154532
29,6,Bachelor,Teacher,Denver,Large (1000+),"Machine Learning, Leadership, Excel, Project Management, SQL",99948
44,15,Bachelor,Accountant,Austin,Large (1000+),"Python, PowerPoint, Leadership, Project Management, Excel",124883
41,24,Bachelor,DevOps Engineer,San Francisco,Small (50-200),"Project Management, PowerPoint, Financial Modeling, Python, Teamwork, Machine Learning, Communication, Leadership",233115
50,35,Master,Marketing Manager,Austin,Startup (1-50),"JavaScript, Teamwork, SQL, Leadership, Project Management, Python, Financial Modeling",144868
44,10,Bachelor,DevOps Engineer,San Francisco,Startup (1-50),"Financial Modeling, Communication, Teamwork, JavaScript, Python",157260
53,1,Bachelor,Doctor,San Francisco,Small (50-200),"Excel, Project Management, SQL, Communication, AWS, Leadership, Machine Learning, Teamwork",108686
33,30,Bachelor,Nurse,New York,Medium (200-1000),"Python, Project Management, Excel, AWS, PowerPoint, JavaScript, Communication, Teamwork",305081
23,15,High School,Financial Analyst,Atlanta,Large (1000+),"Machine Learning, AWS, Project Management, PowerPoint, JavaScript, SQL, Excel, Teamwork",101143
41,26,Master,Data Scientist,Remote,Startup (1-50),"Excel, JavaScript, Machine Learning, Python, Financial Modeling, PowerPoint, AWS, SQL",143656
52,13,Bachelor,Marketing Manager,Seattle,Large (1000+),"Python, Machine Learning, Project Management, AWS, PowerPoint, Teamwork, Excel",128414
57,35,Master,HR Specialist,Austin,Large (1000+),"Project Management, Teamwork, Financial Modeling, Leadership, PowerPoint, JavaScript, Machine Learning, Excel",191385
35,38,High School,Financial Analyst,New York,Startup (1-50),"Financial Modeling, Leadership, Machine Learning, Communication, JavaScript, SQL",183358
35,14,Master,Product Manager,New York,Large (1000+),"Project Management, Teamwork, Leadership, SQL, Communication, Python",296728
43,1,Master,Investment Banker,Los Angeles,Startup (1-50),"Project Management, Leadership, JavaScript, Python, Teamwork, AWS, Machine Learning",131251
22,16,Bachelor,Financial Analyst,Denver,Startup (1-50),"SQL, Financial Modeling, Project Management, Teamwork, Excel, PowerPoint, AWS",105802
40,37,High School,Nurse,Atlanta,Small (50-200),"Project Management, Python, Teamwork, Communication, Leadership, PowerPoint, SQL, AWS",150350
49,8,High School,HR Specialist,Los Angeles,Medium (200-1000),"Project Management, JavaScript, Python, Financial Modeling, AWS, Teamwork, Machine Learning",95418
22,34,Master,Marketing Manager,Denver,Medium (200-1000),"JavaScript, SQL, PowerPoint, Python, Financial Modeling, Machine Learning, Teamwork",189036
45,15,High School,DevOps Engineer,New York,Medium (200-1000),"Teamwork, Python, Financial Modeling, Machine Learning, AWS, SQL",169207
46,28,Bachelor,DevOps Engineer,Chicago,Small (50-200),"Communication, PowerPoint, Python, JavaScript, Leadership",163266
59,22,Bachelor,Accountant,Boston,Startup (1-50),"Excel, Financial Modeling, Python, AWS, Machine Learning",151946
55,3,Master,Nurse,Boston,Small (50-200),"Teamwork, Python, Excel, Communication, AWS",134402
53,13,Bachelor,HR Specialist,Chicago,Medium (200-1000),"Communication, Machine Learning, Project Management, Teamwork, Leadership, SQL, Excel",97196
32,1,Master,DevOps Engineer,San Francisco,Small (50-200),"Machine Learning, Communication, Financial Modeling, Project Management, AWS, Excel, JavaScript",146493
39,30,PhD,Doctor,New York,Small (50-200),"Teamwork, Leadership, SQL, Machine Learning, Python, Financial Modeling",371810
23,38,Bachelor,Product Manager,Los Angeles,Medium (200-1000),"Financial Modeling, Excel, Teamwork, PowerPoint, Communication, Project Management",301103
27,24,Bachelor,HR Specialist,Los Angeles,Large (1000+),"AWS, Financial Modeling, Leadership, Teamwork, Communication, Excel, JavaScript, SQL",209593
53,9,Bachelor,Marketing Manager,Los Angeles,Startup (1-50),"SQL, PowerPoint, Project Management, Python, JavaScript, Financial Modeling, AWS",103401
29,19,Bachelor,Product Manager,Denver,Medium (200-1000),"AWS, Teamwork, Leadership, Python, SQL",170459
58,0,Bachelor,HR Specialist,Denver,Large (1000+),"Financial Modeling, Teamwork, PowerPoint, Excel, JavaScript",76174
34,13,Bachelor,Marketing Manager,Atlanta,Large (1000+),"Communication, Leadership, AWS, Python, JavaScript, Teamwork",94466
39,17,Master,Medical Technician,San Francisco,Medium (200-1000),"Python, Financial Modeling, AWS, Excel, Teamwork, JavaScript, Leadership, Communication",279606
45,0,Bachelor,Pharmacist,Los Angeles,Large (1000+),"Project Management, Financial Modeling, Leadership, Excel, PowerPoint, Communication, SQL",127066
59,12,Master,HR Specialist,Chicago,Large (1000+),"Machine Learning, Leadership, AWS, Project Management, Python, Teamwork",140189
44,22,Bachelor,Medical Technician,San Francisco,Medium (200-1000),"Communication, Python, Financial Modeling, Excel, SQL",279148
28,19,Master,Risk Manager,Seattle,Startup (1-50),"Machine Learning, SQL, Teamwork, Communication, Project Management",153180
23,24,Bachelor,Risk Manager,Boston,Medium (200-1000),"AWS, Leadership, Communication, Python, Project Management",173067
45,34,Master,DevOps Engineer,Atlanta,Startup (1-50),"Excel, Financial Modeling, Leadership, AWS, Python, PowerPoint, Machine Learning, JavaScript",179740
40,32,Bachelor,Pharmacist,Denver,Medium (200-1000),"Project Management, PowerPoint, AWS, Communication, SQL",232273
39,23,Bachelor,Risk Manager,Austin,Medium (200-1000),"SQL, Excel, JavaScript, Communication, Teamwork",119933
41,14,Master,Data Scientist,Austin,Small (50-200),"PowerPoint, SQL, AWS, Python, Communication, Leadership",140459
